Filename,Source,Average F1-Score,Total Errors Aggregated,Times Evaluated
linee_flegree_avviso_di_sciopero_di_4_ore_giorno_10_gennaio_2025.html,EAV,0.8625,11,16
venerd_prossimo_bus_della_roma_tpl_rischio_830_1230_sciopero_usb.html,ATAC,0.8646,3,16
luned_9_ottobre_sciopero_nazionale_trasporto_pubblico_possibili_disagi_24_ore.html,ATAC,0.8646,10,16
trasporto_pubblico_venerdi_prossimo_sciopero_di_24_ore_servizio_a_rischio.html,ATAC,0.8681,11,16
linee_vesuviane_avviso_di_sciopero_di_2_ore_mercoledi_23_luglio_2025.html,EAV,0.8750,7,16
venerd_16_settembre_sciopero_nazionale_8_ore_trasporto_pubblico_romano_rischio.html,ATAC,0.8750,6,16
linee_vesuviane_avviso_di_sciopero_di_4_ore_venerdi_10_gennaio_2025.html,EAV,0.8750,10,16
venerdi_21_marzo_sciopero_nazionale_trasporto_pubblico_a_rischio.html,ATAC,0.8788,8,16
linea_metropolitana_avviso_di_sciopero_24h_lunedi_24_febbraio_2025.html,EAV,0.8854,11,16
venerd_sciopero_nazionale_trasporto_pubblico_servizio_rischio.html,ATAC,0.8854,9,16
venerdi_28_novembre_sciopero_generale_nazionale_trasporto_pubblico_a_rischio.html,ATAC,0.8854,8,16
news_media_comunicati_sciopero_generale_13_dicembre.html,ATAC,0.8875,9,16
servizio_autolinee_avviso_di_sciopero_di_4_ore_del_13_dicembre_2024.html,EAV,0.8875,5,16
trenitalia-strike-detail-www-rfi-it-content-rfi-it-news-e-media-infomobilita-avvisi-2025-12-12-sciopero-del-personale-di-sad-.html,Trenitalia,0.8928,6,16
linea_metropolitana_avviso_di_sciopero_24h_venerdi_20_giugno_2025.html,EAV,0.8958,10,16
linee_suburbane_avviso_di_sciopero_24_h_venerdi_20_giugno_2025.html,EAV,0.8958,10,16
linee_flegree_avviso_di_sciopero_24h_venerdi_20_giugno_2025.html,EAV,0.8958,10,16
venerdi_20_giugno_sciopero_generale_nazionale_di_usb_cub_e_sgb_a_roma_trasporto_pubblico_a_rischio.html,ATAC,0.8987,8,16
linee_flegree_avviso_di_sciopero_di_2_ore_giorno_23_luglio_2025.html,EAV,0.9000,8,16
trasporto_pubblico_domenica_7_luglio_sciopero_serale_4_ore.html,ATAC,0.9000,8,16
linea_metropolitana_avvisi_di_sciopero_di_4_ore_del_13_dicembre_2024.html,EAV,0.9000,8,16
venerd_26_aprile_sciopero_nazionale_tpl_roma_possibili_disagi_830_1230.html,ATAC,0.9000,8,16
strike-detail-mercoled--19-marzo-dalle-ore-9-alle-ore-17-scioper.html,Trenord,0.9000,8,16
trasporto_pubblico_sabato_5_ottobre_sciopero_nazionale_24_ore_servizio_rischio.html,ATAC,0.9063,7,16
servizio_autolinee_avviso_di_sciopero_24h_giorno_venerdi_20_giugno_2025.html,EAV,0.9134,12,16
linee_flegree_avviso_di_sciopero_24h_lunedi_24_febbraio_2025.html,EAV,0.9134,12,16
strike-detail-gioved--14-dicembre-dalle-ore-9-alle-ore-17-sciope.html,Trenord,0.9166,8,16
linee_flegree_avviso_di_sciopero_di_4_ore_martedi_28_gennaio_2025.html,EAV,0.9166,8,16
linee_vesuviane_avviso_di_sciopero_di_4_ore_martedi_28_gennaio_2025.html,EAV,0.9166,8,16
eav_autolinee_avviso_di_sciopero_di_24_ore_lunedi_24_febbraio_2025.html,EAV,0.9166,8,16
linee_vesuviane_avviso_di_sciopero_di_4_ore_del_13_ottobre_2025.html,EAV,0.9166,8,16
trenitalia-strike-detail-www-rfi-it-content-rfi-it-news-e-media-infomobilita-avvisi-2025-11-16-sciopero-del-personale-di-tren.html,Trenitalia,0.9188,4,16
linea_metropolitana_avviso_di_sciopero_di_2_ore_mercoledi_23_luglio_2025.html,EAV,0.9195,8,16
autolinee_sciopero_del_22_marzo_2025.html,EAV,0.9205,3,16
venerdi_29_novembre_sciopero_generale_nazionale_trasporto_pubblico_a_rischio.html,ATAC,0.9205,4,16
linee_suburbane_avviso_di_sciopero_di_4_ore_10_gennaio_2025.html,EAV,0.9250,6,16
4_febbraio_sciopera_4_ore_sindacato_usb_trasporto_pubblico_rischio.html,ATAC,0.9250,6,16
sciopero_trasporto_pubblico_gioved_28_servizio_rischio_830_1230.html,ATAC,0.9250,6,16
martedi_2_maggio_sciopero_nazionale_4_ore_trasporto_pubblico_romano_rischio.html,ATAC,0.9250,6,16
trenitalia-strike-detail-www-rfi-it-content-rfi-it-news-e-media-infomobilita-avvisi-2025-11-24-sciopero-24-novembre-personale.html,Trenitalia,0.9250,2,16
eav_autolinee_avviso_di_sciopero_di_24_ore_venerdi_13_dicembre_2024.html,EAV,0.9271,7,16
linee_suburbane_avviso_di_sciopero_di_4_ore_martedi_28_gennaio_2025.html,EAV,0.9271,7,16
linee_vesuviane_avviso_di_sciopero_di_24_h_venerdi_28_novembre_2025.html,EAV,0.9271,7,16
flegree_sciopero_del_22_marzo_2025.html,EAV,0.9309,7,16
vesuviane_sciopero_del_22_marzo_2025.html,EAV,0.9375,6,16
strike-detail-gioved--18-luglio-dalle-9-alle-13-sciopero-del-per.html,Trenord,0.9375,1,16
trenitalia-strike-detail-www-rfi-it-content-rfi-it-news-e-media-infomobilita-avvisi-2025-10-8-linee-della-sardegna--treni-gar.html,Trenitalia,0.9375,1,16
trenitalia-strike-detail-www-rfi-it-content-rfi-it-news-e-media-infomobilita-avvisi-2026-1-8-sciopero-del-personale-mobile-in.html,Trenitalia,0.9375,1,16
sportello_al_pubblico_e_contact_center_di_rsm_servizi_non_attivi_causa_sciopero.html,ATAC,0.9375,1,16
linee_vesuviane_avviso_di_sciopero_di_24_h_venerdi_12_dicembre_2025.html,EAV,0.9479,5,16
trasporto_pubblico_domani_sciopero_8_ore_sulla_rete_atac.html,ATAC,0.9479,5,16
sciopero_generale_nazionale.html,ATAC,0.9500,4,16
venerdi_14_gennaio_sciopero_nazionale_4_ore_trasporto_pubblico_rischio.html,ATAC,0.9500,4,16
linea_metropolitana_avviso_di_sciopero_24h_venerdi_28_novembre_2025.html,EAV,0.9583,4,16
metropolitana_sciopero_del_22_marzo_2025.html,EAV,0.9583,4,16
linee_suburbane_avviso_di_sciopero_di_24h_per_venerdi_12_novembre_2025.html,EAV,0.9583,4,16
trenitalia-strike-detail-www-rfi-it-content-rfi-it-news-e-media-infomobilita-avvisi-2026-1-12-sciopero-del-personale-di-treno.html,Trenitalia,0.9592,4,16
luned_24_luglio_sciopero_nazionale_tpl_roma_servizio_rischio_830_1230.html,ATAC,0.9625,3,16
trasporto_pubblico_gioved_sciopero_nazionale_830_1230_servizio_rischio.html,ATAC,0.9625,3,16
trenitalia-strike-detail-www-rfi-it-content-rfi-it-news-e-media-infomobilita-avvisi-2026-1-9-sciopero-del-personale-di-sad---.html,Trenitalia,0.9643,4,16
linee_suburbane_avviso_di_sciopero_di_24_ore_di_venerdi_28_novembre_2025.html,EAV,0.9687,3,16
linee_suburbane_avviso_di_sciopero_di_2_ore_mercoledi_23_luglio_2025.html,EAV,0.9687,3,16
linee_automobilistiche_avviso_di_sciopero_generale_di_24h_per_venerdi_12_dicembre_2025.html,EAV,0.9687,3,16
linea_metropolitana_avviso_di_sciopero_generale_di_24h_per_venerdi_12_dicembre_2025.html,EAV,0.9687,3,16
trasporto_pubblico_venerdi_10_gennaio_sciopero_nazionale_di_4_ore.html,ATAC,0.9750,2,16
trenitalia-strike-detail-www-rfi-it-content-rfi-it-news-e-media-infomobilita-avvisi-2025-11-28-sciopero-nazionale-personale-a.html,Trenitalia,0.9750,2,16
gioved_sciopero_regionale_4_ore_trasporto_pubblico_rischio.html,ATAC,0.9792,2,16
suburbane_sciopero_del_22_marzo_2025.html,EAV,0.9792,2,16
linee_automobilistiche_avviso_di_sciopero_generale_nazionale_lunedi_22_settembre_2025.html,EAV,0.9792,2,16
linea_metropolitana_avviso_di_sciopero_generale_nazionale_di_venerdi_03_ottobre_2025.html,EAV,0.9792,2,16
strike-detail-venerd--12-dicembre-da-mezzanotte-alle-21-sciopero.html,Trenord,0.9896,1,16
linee_vesuviane_avviso_di_sciopero_di_24_ore_del_13_dicembre_2024_aggiornamento.html,EAV,0.9896,1,16
servizio_autolinee_avviso_di_sciopero_di_4_ore_martedi_28_gennaio_2025.html,EAV,0.9896,1,16
linee_suburbane_avviso_di_sciopero_generale_nazionale_lunedi_22_settembre_2025.html,EAV,0.9896,1,16
linee_flegree_avviso_di_sciopero_generale_nazionale_di_24_ore_di_venerdi_28_novembre_2025.html,EAV,0.9896,1,16
venerd_17_giugno_sciopero_4_ore_rete_atac_rischio_830_1230.html,ATAC,0.9896,1,16
luned_16_gennaio_sciopero_atac_4_ore_servizio_rischio_830_1230.html,ATAC,0.9896,1,16
linee_suburbane_avviso_di_sciopero_24h_domenica_11_maggio_2025.html,EAV,0.9896,1,16
linee_flegree_avviso_di_sciopero_generale_nazionale_di_24_ore_venerdi_03_ottobre_2025.html,EAV,0.9896,1,16
servizio_autolinee_avviso_di_sciopero_generale_nazionale_di_24_ore_venerdi_28_novembre_2025.html,EAV,0.9896,1,16
sportello_al_pubblico_e_contact_center_di_rsm_giovedi_e_venerdi_possibili_disagi_per_uno_sciopero.html,ATAC,0.9896,1,16
strike-detail-sciopero-del-trasporto-ferroviario-luned--30-sette.html,Trenord,0.9911,1,16
strike-detail-venerd--29-novembre-revocato-sciopero-ferrovienord.html,Trenord,1.0000,0,16
strike-detail-sciopero-uiltrasporti-e-orsa-domenica-16-giugno--p.html,Trenord,1.0000,0,16
strike-detail-mercoled--6-settembre--sciopero-dei-treni-regional.html,Trenord,1.0000,0,16
strike-detail-mercoled--5-febbraio-sciopero-dei-treni-regionali.html,Trenord,1.0000,0,16
strike-detail-luned--16-giugno-sciopero-dei-treni-regionali.html,Trenord,1.0000,0,16
Locandina sciopero 9 10 gennaio 2026.pdf,Trenitalia TPER,1.0000,0,4
locandina sciopero 2 3 ottobre.pdf,Trenitalia TPER,1.0000,0,4
locandina sciopero 27 28 novembre 2025.pdf,Trenitalia TPER,1.0000,0,4
sciopero 12 dicembre.pdf,Trenitalia TPER,1.0000,0,4
sciopero rfi.pdf,Trenitalia TPER,1.0000,0,4
ttper_2025-10-02_23-00.pdf,Trenitalia TPER,1.0000,0,4
ttper_2025-11-27_21-00.pdf,Trenitalia TPER,1.0000,0,4
ttper_2025-12-12_00-01.pdf,Trenitalia TPER,1.0000,0,4
ttper_2026-01-07_09-01.pdf,Trenitalia TPER,1.0000,0,4
ttper_2026-01-30_09-01.pdf,Trenitalia TPER,1.0000,0,4
eav_informa_servizio_automobilistico_integrativo_vico_equense_monte_faito_3.html,EAV,1.0000,0,16
funivia_del_faito_sospensione_temporanea_del_servizio_funiviario_dalle_ore_1105.html,EAV,1.0000,0,16
eav_informa_servizio_automobilistico_integrativo_vico_equense_monte_faito_2.html,EAV,1.0000,0,16
linee_flegree_avviso_di_sciopero_di_24_ore_del_13_dicembre_2024_aggiornamento.html,EAV,1.0000,0,16
linee_suburbane_avviso_di_sciopero_di_24_ore_del_13_dicembre_2024_aggiornamento.html,EAV,1.0000,0,16
linea_metropolitana_avviso_di_sciopero_di_24_ore_venerdi_13_dicembre_2024_aggiornamento.html,EAV,1.0000,0,16
linee_vesuviane_avviso_di_sciopero_di_24_ore_venerdi_13_dicembre_2024.html,EAV,1.0000,0,16
linea_metropolitana_avviso_di_sciopero_24h_domenica_11_maggio_2025.html,EAV,1.0000,0,16
linee_flegree_avviso_di_sciopero_24h_domenica_11_maggio_2025.html,EAV,1.0000,0,16
linee_vesuviane_avviso_di_sciopero_24h_domenica_11_maggio_2025.html,EAV,1.0000,0,16
linee_flegree_avviso_di_sciopero_di_24h_giorno_22_settembre_2025.html,EAV,1.0000,0,16
linea_metropolitana_avviso_di_sciopero_generale_nazionale_lunedi_22_settembre_2025.html,EAV,1.0000,0,16
servizio_autolinee_avviso_di_sciopero_generale_nazionale_di_24_ore_venerdi_03_ottobre_2025.html,EAV,1.0000,0,16
linee_suburbane_avviso_di_sciopero_generale_nazionale_di_24_ore_venerdi_03_ottobre_2025.html,EAV,1.0000,0,16
linee_vesuviane_avviso_di_sciopero_aziendale_di_24_h_di_mercoledi_12_11_2025.html,EAV,1.0000,0,16
linee_flegree_avviso_di_sciopero_generale_nazionale_di_venerdi_12_dicembre_2025.html,EAV,1.0000,0,16
linee_vesuviane_avviso_di_sciopero_aziendale_di_24_h_lunedi_19_gennaio_2026.html,EAV,1.0000,0,16
trenitalia-strike-detail-www-rfi-it-content-rfi-it-news-e-media-infomobilita-avvisi-2025-11-27-sciopero-nazionale-del-traspor.html,Trenitalia,1.0000,0,16
trenitalia-strike-detail-www-rfi-it-content-rfi-it-news-e-media-infomobilita-avvisi-2025-11-28-sciopero-del-personale-di-sad-.html,Trenitalia,1.0000,0,16
trenitalia-strike-detail-www-rfi-it-content-rfi-it-news-e-media-infomobilita-avvisi-2025-12-12-sciopero-nazionale-del-traspor.html,Trenitalia,1.0000,0,16
trenitalia-strike-detail-www-rfi-it-content-rfi-it-news-e-media-infomobilita-avvisi-2025-12-12-sciopero-nazionale-personale-a.html,Trenitalia,1.0000,0,16
trenitalia-strike-detail-www-rfi-it-content-rfi-it-news-e-media-infomobilita-avvisi-2026-1-13-sciopero-nazionale-del-trasport.html,Trenitalia,1.0000,0,16
trenitalia-strike-detail-www-rfi-it-content-rfi-it-news-e-media-infomobilita-avvisi-2026-1-9-sciopero-nazionale-del-trasporto.html,Trenitalia,1.0000,0,16
sciopero_del_trasporto_pubblico_ha_aderito_il_195_del_personale_atac.html,ATAC,1.0000,0,16
sciopero_generale_adesione_personale_atac_al_259.html,ATAC,1.0000,0,16
sciopero_del_trasporto_pubblico_aperte_le_metropolitane_2.html,ATAC,1.0000,0,16
sciopero_del_trasporto_pubblico_aperte_le_metropolitane_e_la_termini_centocelle.html,ATAC,1.0000,0,16
sciopero_del_trasporto_pubblico_aperte_le_metropolitane.html,ATAC,1.0000,0,16
sciopero_del_trasporto_pubblico_adesione_personale_atac_al_218.html,ATAC,1.0000,0,16
sciopero_del_trasporto_pubblico_attive_le_metropolitane_e_la_termini_centocelle.html,ATAC,1.0000,0,16
sciopero_del_trasporto_pubblico_adesione_personale_atac_al_121.html,ATAC,1.0000,0,16
sciopero_nazionale_adesione_personale_atac_al_237.html,ATAC,1.0000,0,16
sciopero_del_trasporto_pubblico_la_situazione_sulla_rete.html,ATAC,1.0000,0,16
sciopero_generale_aperte_metro_a_e_b_la_situazione_sulla_rete_romana.html,ATAC,1.0000,0,16
sciopero_del_trasporto_pubblico_metro_aperte_chiusa_la_termini_centocelle.html,ATAC,1.0000,0,16
news_media_comunicati_sciopero_adesione_personale_atac.html,ATAC,1.0000,0,16
sciopero_nazionale_trasporto_pubblico_adesione_personale_atac_al_274.html,ATAC,1.0000,0,16
sciopero_21_marzo_metropolitane.html,ATAC,1.0000,0,16
sciopero_24_febbraio2025_stato_del_servizio.html,ATAC,1.0000,0,16
comunicato_stampa_sciopero_adesione.html,ATAC,1.0000,0,16
sciopero_del_trasporto_pubblico_aperte_le_metropolitane_e_la_ferrovia_termini_centocelle.html,ATAC,1.0000,0,16
sciopero_generale_nazionale_adesione_personale_atac_al_26.html,ATAC,1.0000,0,16
sciopero_del_trasporto_pubblico_aperta_la_metro_b_chiuse_linee_a_c_e_termini_centocelle.html,ATAC,1.0000,0,16
sciopero_generale_nazionale_adesione_del_personale_atac_al_182.html,ATAC,1.0000,0,16
sciopero_del_trasporto_pubblico_adesione_personale_atac_al_532.html,ATAC,1.0000,0,16
sciopero_generale_aperte_le_metropolitane_e_la_ferrovia_termini_centocelle.html,ATAC,1.0000,0,16
comunicato_stampa_sciopero_trasporto_pubblico.html,ATAC,1.0000,0,16
sciopero_del_trasporto_pubblico_adesione_personale_atac_al_273.html,ATAC,1.0000,0,16
sciopero_nazionale_trasporto_chiuse_metro_bb1_linea_c_corso_lavori_prolungamento_colosseo.html,ATAC,1.0000,0,16
sciopero_trasporto_pubblico_adesione_personale_atac_279.html,ATAC,1.0000,0,16
sciopero_trasporto_pubblico_adesione_personale_atac_361.html,ATAC,1.0000,0,16
sciopero_trasporto_pubblico_chiuse_metro_b1_c_aperte_linea_b_ferrovia_termini_centocelle.html,ATAC,1.0000,0,16
sciopero_trasporto_pubblico_chiuse_metro_c_termini_centocelle_0.html,ATAC,1.0000,0,16
sciopero_trasporto_pubblico_adesione_personale_atac_322.html,ATAC,1.0000,0,16
sciopero_tpl_mattinata_adesione_personale_atac_233.html,ATAC,1.0000,0,16
sciopero_trasporto_pubblico_adesione_personale_atac_144.html,ATAC,1.0000,0,16
sciopero_trasporto_pubblico_chiusa_metro_aperte_b_c_termini_centocelle.html,ATAC,1.0000,0,16
sciopero_trasporto_pubblico_adesione_personale_atac_191.html,ATAC,1.0000,0,16
sciopero_trasporto_pubblico_attive_linee_della_metropolitana.html,ATAC,1.0000,0,16
sciopero_trasporto_pubblico_adesione_personale_atac_174.html,ATAC,1.0000,0,16
sciopero_trasporto_pubblico_ha_aderito_135_personale_atac.html,ATAC,1.0000,0,16
aggiornamento_sciopero_riaperta_stazione_ponte_lungo.html,ATAC,1.0000,0,16
sciopero_trasporto_pubblico_aggiornamento_riapertura_stazione_repubblica.html,ATAC,1.0000,0,16
sciopero_generale_adesione_personale_atac_179.html,ATAC,1.0000,0,16
sciopero_adesione_personale_atac_185.html,ATAC,1.0000,0,16
sciopero_generale_servizio_regolare_metropolitane_ferrovia_termini_centocelle.html,ATAC,1.0000,0,16
sciopero_trasporto_pubblico_mattinata_ha_aderito_222_personale_atac.html,ATAC,1.0000,0,16
sciopero_nazionale_trasporto_pubblico_roma_aperte_metropolitane.html,ATAC,1.0000,0,16
sciopero_trasporto_pubblico_adesione_personale_atac_195.html,ATAC,1.0000,0,16
sciopero_trasporto_pubblico_adesione_personale_atac_154.html,ATAC,1.0000,0,16
sciopero_trasporto_pubblico_adesione_personale_atac_212.html,ATAC,1.0000,0,16
sciopero_nazionale_trasporto_pubblico_ha_aderito_101_personale_atac.html,ATAC,1.0000,0,16
sciopero_trasporto_pubblico_adesione_personale_atac_22.html,ATAC,1.0000,0,16
sospeso_sciopero_atac_16_gennaio_servizio_sar_regolare.html,ATAC,1.0000,0,16
sciopero_generale_nazionale_adesione_personale_atac_23.html,ATAC,1.0000,0,16
sciopero_trasporto_pubblico_ha_aderito_246_personale_atac.html,ATAC,1.0000,0,16
sciopero_trasporto_pubblico_adesione_personale_atac_313.html,ATAC,1.0000,0,16
sciopero_trasporto_pubblico_adesione_personale_atac_132.html,ATAC,1.0000,0,16
sciopero_trasporto_pubblico_chiusa_roma_lido_funzione_resto_della_rete.html,ATAC,1.0000,0,16
sciopero_trasporto_pubblico_adesione_personale_atac_112.html,ATAC,1.0000,0,16
sciopero_trasporto_pubblico_adesione_personale_atac_209.html,ATAC,1.0000,0,16
sciopero_trasporto_pubblico_aperte_metropolitane_ferrovie_concesse.html,ATAC,1.0000,0,16
sciopero_trasporto_pubblico_aperte_metropolitane_bb1_c.html,ATAC,1.0000,0,16
sciopero_trasporto_pubblico_adesione_personale_atac_186.html,ATAC,1.0000,0,16
sciopero_trasporto_pubblico_adesione_personale_atac_385.html,ATAC,1.0000,0,16
sciopero_trasporto_pubblico_chiusa_metro_c_aperte_linee_bb1.html,ATAC,1.0000,0,16
sciopero_trasporto_pubblico_adesione_personale_atac_302.html,ATAC,1.0000,0,16
sciopero_trasporto_pubblico_metro_aperte_chiusa_termini_centocelle.html,ATAC,1.0000,0,16
sciopero_trasporto_pubblico_chiuse_metro_c_termini_centocelle.html,ATAC,1.0000,0,16
sciopero_trasporto_pubblico_aperte_metropolitane.html,ATAC,1.0000,0,16
sciopero_trasporto_pubblico_chiuse_metro_c_attiva_b.html,ATAC,1.0000,0,16
sciopero_trasporto_pubblico_aperte_metropolitane_situazione_sulla_rete_15.html,ATAC,1.0000,0,16
sciopero_trasporto_pubblico_aperte_metropolitane_possibili_riduzioni_bus_tram.html,ATAC,1.0000,0,16
sciopero_trasporto_pubblico_chiusa_metro.html,ATAC,1.0000,0,16
sciopero_trasporto_pubblico_chiusa_metro_c.html,ATAC,1.0000,0,16
sciopero_attive_metro_b_chiusa_c.html,ATAC,1.0000,0,16
sciopero_trasporto_pubblico_aperta_metro_b_chiuse_c.html,ATAC,1.0000,0,16
sciopero_trasporto_aperte_metro_ferrovia_termini_centocelle.html,ATAC,1.0000,0,16
sciopero_sulla_rete_atac_chiuse_metro_ferrovia_termini_centocelle.html,ATAC,1.0000,0,16
sciopero_nazionale_tpl_chiuse_metro_ferrovia_termini_centocelle.html,ATAC,1.0000,0,16
sciopero_del_trasporto_pubblico_chiuse_le_metropolitane_e_la_ferrovia_termini_centocelle_2.html,ATAC,1.0000,0,16
sciopero_trasporto_pubblico_attive_metropolitane_termini_centocelle.html,ATAC,1.0000,0,16
rete_atac_giovedi_4_settembre_sciopero_dalle_830_alle_1230_possibili_disagi.html,ATAC,1.0000,0,16
